SUBDIVISION,YEAR,ANNUAL
West Uttar Pradesh,1983,1191.7
West Uttar Pradesh,1984,781.3
West Uttar Pradesh,1985,957.2
West Uttar Pradesh,1986,715.2
West Uttar Pradesh,1987,466.8
West Uttar Pradesh,1988,1035.6
West Uttar Pradesh,1989,657.3
West Uttar Pradesh,1990,958
West Uttar Pradesh,1991,748.7
West Uttar Pradesh,1992,820.6
West Uttar Pradesh,1993,771.9
West Uttar Pradesh,1994,806.8
West Uttar Pradesh,1995,826.8
West Uttar Pradesh,1996,941.2
West Uttar Pradesh,1997,445.2
West Uttar Pradesh,1998,867.2
West Uttar Pradesh,1999,786.4
West Uttar Pradesh,2000,771.4
West Uttar Pradesh,2001,661.7
West Uttar Pradesh,2002,625.2
West Uttar Pradesh,2003,1047.5
West Uttar Pradesh,2004,642.3
West Uttar Pradesh,2005,725.7
West Uttar Pradesh,2006,529.3
West Uttar Pradesh,2007,572.5
West Uttar Pradesh,2008,799.8
West Uttar Pradesh,2009,549.2
West Uttar Pradesh,2010,820.7
West Uttar Pradesh,2011,777.4
West Uttar Pradesh,2012,389.6
West Uttar Pradesh,2013,932.8
West Uttar Pradesh,2014,486.9
West Uttar Pradesh,2015,582.7
West Uttar Pradesh,2016,692.8
West Uttar Pradesh,2017,585.2
Uttarakhand,1901,1562.5
Uttarakhand,1902,1324.2
Uttarakhand,1903,1306.5
Uttarakhand,1904,1492
Uttarakhand,1905,1302.1
Uttarakhand,1906,1537.9
Uttarakhand,1907,1194.4
Uttarakhand,1908,1256.2
Uttarakhand,1909,1717.7
Uttarakhand,1910,1963.9
Uttarakhand,1911,1542.9
Uttarakhand,1912,1394.5
Uttarakhand,1913,1137.6
Uttarakhand,1914,1940.9
Uttarakhand,1915,1601.3
Uttarakhand,1916,1678.8
Uttarakhand,1917,2102.9
Uttarakhand,1918,1215.2
Uttarakhand,1919,1583.1
Uttarakhand,1920,1328.4
Uttarakhand,1921,1848.7
Uttarakhand,1922,1860
Uttarakhand,1923,1582.9
Uttarakhand,1924,1927.1
Uttarakhand,1925,1535
Uttarakhand,1926,1381.2
Uttarakhand,1927,1649.9
Uttarakhand,1928,1241.9
Uttarakhand,1929,1212.2
Uttarakhand,1930,1271.2
Uttarakhand,1931,1334.1
Uttarakhand,1932,1369.6
Uttarakhand,1933,1595.8
Uttarakhand,1934,1339
Uttarakhand,1935,1137.2
Uttarakhand,1936,1912.3
Uttarakhand,1937,1533.6
Uttarakhand,1938,1529.3
Uttarakhand,1939,1142.6
Uttarakhand,1940,1223.7
Uttarakhand,1941,1061.6
Uttarakhand,1942,1711.4
Uttarakhand,1943,1366.7
Uttarakhand,1944,1198.9
Uttarakhand,1945,1648
Uttarakhand,1946,1526.7
Uttarakhand,1947,1359.8
Uttarakhand,1948,1535.4
Uttarakhand,1949,1412.1
Uttarakhand,1950,1584.1
Uttarakhand,1951,1174.3
Uttarakhand,1952,1477.8
Uttarakhand,1953,1565.8
Uttarakhand,1954,1862.9
Uttarakhand,1955,1666.9
Uttarakhand,1956,1943
Uttarakhand,1957,1780.7
Uttarakhand,1958,1499
Uttarakhand,1959,1743
Uttarakhand,1960,1540.1
Uttarakhand,1961,1948.3
Uttarakhand,1962,1647.4
Uttarakhand,1963,1802
Uttarakhand,1964,1769.6
Uttarakhand,1965,1305.7
Uttarakhand,1966,1465.8
Uttarakhand,1967,1556.2
Uttarakhand,1968,1478.6
Uttarakhand,1969,1635.7
Uttarakhand,1970,1293.5
Uttarakhand,1971,1803.8
Uttarakhand,1972,1077.8
Uttarakhand,1973,1239.7
Uttarakhand,1974,1161.8
Uttarakhand,1975,1580.3
Uttarakhand,1976,986.3
Uttarakhand,1977,1416.3
Uttarakhand,1978,2031.4
Uttarakhand,1979,1072.3
Uttarakhand,1980,1333.5
Uttarakhand,1981,1356.1
Uttarakhand,1982,1372.1
Uttarakhand,1983,1525.3
Uttarakhand,1984,1339.1
Uttarakhand,1985,1653.7
Uttarakhand,1986,1514.5
Uttarakhand,1987,987.3
Uttarakhand,1988,1602.4
Uttarakhand,1989,1263.8
Uttarakhand,1990,1564.9
Uttarakhand,1991,1020.7
Uttarakhand,1992,1108.1
Uttarakhand,1993,1594.1
Uttarakhand,1994,1441.7
Uttarakhand,1995,1616.1
Uttarakhand,1996,1401.4
Uttarakhand,1997,803.4
Uttarakhand,1998,1198.6
Uttarakhand,1999,1185.5
Uttarakhand,2000,1712.9
Uttarakhand,2001,1544.4
Uttarakhand,2002,1574.7
Uttarakhand,2003,1734.3
Uttarakhand,2004,1219.6
Uttarakhand,2005,1348.2
Uttarakhand,2006,1178.9
Uttarakhand,2007,1924.3
Uttarakhand,2008,1363.7
Uttarakhand,2009,847.8
Uttarakhand,2010,1424
Uttarakhand,2011,1564.7
Uttarakhand,2012,1223.9
Uttarakhand,2013,1735.4
Uttarakhand,2014,1287.4
Uttarakhand,2015,1247.6
Uttarakhand,2016,1308.6
Uttarakhand,2017,1476
Haryana Delhi & Chandigarh,1901,390.1
Haryana Delhi & Chandigarh,1902,419.8
Haryana Delhi & Chandigarh,1903,428.9
Haryana Delhi & Chandigarh,1904,527.8
Haryana Delhi & Chandigarh,1905,322.9
Haryana Delhi & Chandigarh,1906,593.6
Haryana Delhi & Chandigarh,1907,443.9
Haryana Delhi & Chandigarh,1908,689
Haryana Delhi & Chandigarh,1909,769.3
Haryana Delhi & Chandigarh,1910,605.2
Haryana Delhi & Chandigarh,1911,509.7
Haryana Delhi & Chandigarh,1912,529.3
Haryana Delhi & Chandigarh,1913,508.4
Haryana Delhi & Chandigarh,1914,664.7
Haryana Delhi & Chandigarh,1915,422.4
Haryana Delhi & Chandigarh,1916,629.1
Haryana Delhi & Chandigarh,1917,986.7
Haryana Delhi & Chandigarh,1918,234.7
Haryana Delhi & Chandigarh,1919,553.7
Haryana Delhi & Chandigarh,1920,368.8
Haryana Delhi & Chandigarh,1921,446.5
Haryana Delhi & Chandigarh,1922,552.9
Haryana Delhi & Chandigarh,1923,581.5
Haryana Delhi & Chandigarh,1924,654.8
Haryana Delhi & Chandigarh,1925,557.2
Haryana Delhi & Chandigarh,1926,615.9
Haryana Delhi & Chandigarh,1927,502.5
Haryana Delhi & Chandigarh,1928,388.2
Haryana Delhi & Chandigarh,1929,306.6
Haryana Delhi & Chandigarh,1930,500.5
Haryana Delhi & Chandigarh,1931,519.2
Haryana Delhi & Chandigarh,1932,440.1
Haryana Delhi & Chandigarh,1933,856.9
Haryana Delhi & Chandigarh,1934,501.4
Haryana Delhi & Chandigarh,1935,568.3
Haryana Delhi & Chandigarh,1936,511.1
Haryana Delhi & Chandigarh,1937,481.7
Haryana Delhi & Chandigarh,1938,278.8
Haryana Delhi & Chandigarh,1939,310.2
Haryana Delhi & Chandigarh,1940,395.7
Haryana Delhi & Chandigarh,1941,363.9
Haryana Delhi & Chandigarh,1942,804.5
Haryana Delhi & Chandigarh,1943,407.9
Haryana Delhi & Chandigarh,1944,484.2
Haryana Delhi & Chandigarh,1945,654.6
Haryana Delhi & Chandigarh,1946,437.8
Haryana Delhi & Chandigarh,1947,464.5
Haryana Delhi & Chandigarh,1948,592.1
Haryana Delhi & Chandigarh,1949,485.3
Haryana Delhi & Chandigarh,1950,551.1
Haryana Delhi & Chandigarh,1951,338.2
Haryana Delhi & Chandigarh,1952,556.3
Haryana Delhi & Chandigarh,1953,561.9
Haryana Delhi & Chandigarh,1954,537
Haryana Delhi & Chandigarh,1955,694.1
Haryana Delhi & Chandigarh,1956,653.8
Haryana Delhi & Chandigarh,1957,617.2
Haryana Delhi & Chandigarh,1958,673
Haryana Delhi & Chandigarh,1959,484.9
Haryana Delhi & Chandigarh,1960,722.9
Haryana Delhi & Chandigarh,1961,627.9
Haryana Delhi & Chandigarh,1962,511
Haryana Delhi & Chandigarh,1963,521.8
Haryana Delhi & Chandigarh,1964,710.9
Haryana Delhi & Chandigarh,1965,381.9
Haryana Delhi & Chandigarh,1966,707.7
Haryana Delhi & Chandigarh,1967,839.9
Haryana Delhi & Chandigarh,1968,388.3
Haryana Delhi & Chandigarh,1969,477.2
Haryana Delhi & Chandigarh,1970,538.2
Haryana Delhi & Chandigarh,1971,636.8
Haryana Delhi & Chandigarh,1972,440.8
Haryana Delhi & Chandigarh,1973,527.2
Haryana Delhi & Chandigarh,1974,384.9
Haryana Delhi & Chandigarh,1975,622.1
Haryana Delhi & Chandigarh,1976,726.7
Haryana Delhi & Chandigarh,1977,740.1
Haryana Delhi & Chandigarh,1978,651.1
Haryana Delhi & Chandigarh,1979,341.5
Haryana Delhi & Chandigarh,1980,513.2
Haryana Delhi & Chandigarh,1981,493.4
Haryana Delhi & Chandigarh,1982,506.6
Haryana Delhi & Chandigarh,1983,744.5
Haryana Delhi & Chandigarh,1984,479.2
Haryana Delhi & Chandigarh,1985,572.4
Haryana Delhi & Chandigarh,1986,450.9
Haryana Delhi & Chandigarh,1987,318.6
Haryana Delhi & Chandigarh,1988,845
Haryana Delhi & Chandigarh,1989,416.5
Haryana Delhi & Chandigarh,1990,703.1
Haryana Delhi & Chandigarh,1991,393.9
Haryana Delhi & Chandigarh,1992,429.7
Haryana Delhi & Chandigarh,1993,523.8
Haryana Delhi & Chandigarh,1994,564.4
Haryana Delhi & Chandigarh,1995,819.1
Haryana Delhi & Chandigarh,1996,644.6
Haryana Delhi & Chandigarh,1997,668.6
Haryana Delhi & Chandigarh,1998,685.3
Haryana Delhi & Chandigarh,1999,344.4
Haryana Delhi & Chandigarh,2000,384.4
Haryana Delhi & Chandigarh,2001,485.5
Haryana Delhi & Chandigarh,2002,357.2
Haryana Delhi & Chandigarh,2003,597.6
Haryana Delhi & Chandigarh,2004,487.3
Haryana Delhi & Chandigarh,2005,519.5
Haryana Delhi & Chandigarh,2006,330.9
Haryana Delhi & Chandigarh,2007,446.6
Haryana Delhi & Chandigarh,2008,710.4
Haryana Delhi & Chandigarh,2009,395.4
Haryana Delhi & Chandigarh,2010,640.5
Haryana Delhi & Chandigarh,2011,512
Haryana Delhi & Chandigarh,2012,391.4
Haryana Delhi & Chandigarh,2013,461.2
Haryana Delhi & Chandigarh,2014,305.5
Haryana Delhi & Chandigarh,2015,435.3
Haryana Delhi & Chandigarh,2016,398.7
Haryana Delhi & Chandigarh,2017,421.6
Punjab,1901,523.5
Punjab,1902,398
Punjab,1903,571
Punjab,1904,451.5
Punjab,1905,434.3
Punjab,1906,677.5
Punjab,1907,589.2
Punjab,1908,740.4
Punjab,1909,846.1
Punjab,1910,616.3
Punjab,1911,505.6
Punjab,1912,536.4
Punjab,1913,561.2
Punjab,1914,794.4
Punjab,1915,421.7
Punjab,1916,588.4
Punjab,1917,1126.7
Punjab,1918,339.6
Punjab,1919,549.9
Punjab,1920,383.1
Punjab,1921,370.4
Punjab,1922,513.6
Punjab,1923,737.9
Punjab,1924,590.8
Punjab,1925,629.6
Punjab,1926,607.3
Punjab,1927,481
Punjab,1928,437.1
Punjab,1929,423
Punjab,1930,557.2
Punjab,1931,588.6
Punjab,1932,490.3
Punjab,1933,860.6
Punjab,1934,429.2
Punjab,1935,598.2
Punjab,1936,626.4
Punjab,1937,571.1
Punjab,1938,430.9
Punjab,1939,403.7
Punjab,1940,532.2
Punjab,1941,506.3
Punjab,1942,871.6
Punjab,1943,422.3
Punjab,1944,626.9
Punjab,1945,805.3
Punjab,1946,478.1
Punjab,1947,600.9
Punjab,1948,620.2
Punjab,1949,584.9
Punjab,1950,992
Punjab,1951,499.5
Punjab,1952,565.9
Punjab,1953,611.5
Punjab,1954,633.2
Punjab,1955,973.9
Punjab,1956,750.4
Punjab,1957,710.5
Punjab,1958,828
Punjab,1959,699.8
Punjab,1960,606.9
Punjab,1961,690.1
Punjab,1962,769.3
Punjab,1963,476.2
Punjab,1964,708.8
Punjab,1965,423.2
Punjab,1966,638.2
Punjab,1967,680.4
Punjab,1968,536.2
Punjab,1969,494.8
Punjab,1970,650.6
Punjab,1971,748
Punjab,1972,470.9
Punjab,1973,743.1
Punjab,1974,356.2
Punjab,1975,705.9
Punjab,1976,794.7
Punjab,1977,712.6
Punjab,1978,720.6
Punjab,1979,464
Punjab,1980,661.7
Punjab,1981,503.7
Punjab,1982,571.3
Punjab,1983,751.1
Punjab,1984,710.5
Punjab,1985,752.9
Punjab,1986,611.9
Punjab,1987,409.6
Punjab,1988,1222.6
Punjab,1989,480.3
Punjab,1990,754.7
Punjab,1991,475.9
Punjab,1992,478.2
Punjab,1993,583.1
Punjab,1994,580.9
Punjab,1995,869.1
Punjab,1996,589.7
Punjab,1997,690.1
Punjab,1998,588.6
Punjab,1999,364.4
Punjab,2000,405.3
Punjab,2001,441
Punjab,2002,274.7
Punjab,2003,424.6
Punjab,2004,351.7
Punjab,2005,552
Punjab,2006,647.7
Punjab,2007,594.8
Punjab,2008,717.1
Punjab,2009,361.2
Punjab,2010,451.5
Punjab,2011,705.2
Punjab,2012,493.6
Punjab,2013,586.6
Punjab,2014,382.7
Punjab,2015,510.8
Punjab,2016,444
Punjab,2017,497.5
Himachal Pradesh,1901,1345.1
Himachal Pradesh,1902,951.6
Himachal Pradesh,1903,993.3
Himachal Pradesh,1904,987.6
Himachal Pradesh,1905,930.2
Himachal Pradesh,1906,1317.5
Himachal Pradesh,1907,875.4
Himachal Pradesh,1908,987.6
Himachal Pradesh,1909,1077
Himachal Pradesh,1910,1406.9
Himachal Pradesh,1911,1333.8
Himachal Pradesh,1912,1207.6
Himachal Pradesh,1913,1119.3
Himachal Pradesh,1914,1735.9
Himachal Pradesh,1915,1236.8
Himachal Pradesh,1916,1172.1
Himachal Pradesh,1917,1703.6
Himachal Pradesh,1918,984.7
Himachal Pradesh,1919,1213.1
Himachal Pradesh,1920,1084.8
Himachal Pradesh,1921,1311.2
Himachal Pradesh,1922,1718.6
Himachal Pradesh,1923,1620.9
Himachal Pradesh,1924,1660.7
Himachal Pradesh,1925,1509.3
Himachal Pradesh,1926,1450
Himachal Pradesh,1927,1435
Himachal Pradesh,1928,1308.9
Himachal Pradesh,1929,1424.7
Himachal Pradesh,1930,1305.5
Himachal Pradesh,1931,1266.3
Himachal Pradesh,1932,1418.9
Himachal Pradesh,1933,1240.4
Himachal Pradesh,1934,982.1
Himachal Pradesh,1935,1027.9
Himachal Pradesh,1936,1158
Himachal Pradesh,1937,1465
Himachal Pradesh,1938,927.5
Himachal Pradesh,1939,877.8
Himachal Pradesh,1940,1088.6
Himachal Pradesh,1941,895.5
Himachal Pradesh,1942,1328.3
Himachal Pradesh,1943,1223.1
Himachal Pradesh,1944,1128.8
Himachal Pradesh,1945,1646.9
Himachal Pradesh,1946,1539
Himachal Pradesh,1947,1313.2
Himachal Pradesh,1948,1758.7
Himachal Pradesh,1949,1310.9
Himachal Pradesh,1950,1684.4
Himachal Pradesh,1951,1238.5
Himachal Pradesh,1952,1263.7
Himachal Pradesh,1953,1425.7
Himachal Pradesh,1954,1717.6
Himachal Pradesh,1955,1919.2
Himachal Pradesh,1956,1541.6
Himachal Pradesh,1957,1822.7
Himachal Pradesh,1958,1572.3
Himachal Pradesh,1959,1640.3
Himachal Pradesh,1960,1115.1
Himachal Pradesh,1961,1515.5
Himachal Pradesh,1962,1393.5
Himachal Pradesh,1963,1354.5
Himachal Pradesh,1964,1354.1
Himachal Pradesh,1965,1220.4
Himachal Pradesh,1966,1371
Himachal Pradesh,1967,1558.5
Himachal Pradesh,1968,1168.2
Himachal Pradesh,1969,1127.6
Himachal Pradesh,1970,1082.5
Himachal Pradesh,1971,1275.1
Himachal Pradesh,1972,842.3
Himachal Pradesh,1973,955.2
Himachal Pradesh,1974,776.1
Himachal Pradesh,1975,1054.1
Himachal Pradesh,1976,1179.3
Himachal Pradesh,1977,1245
Himachal Pradesh,1978,1371.2
Himachal Pradesh,1979,1021
Himachal Pradesh,1980,1155
Himachal Pradesh,1981,1147.1
Himachal Pradesh,1982,1423
Himachal Pradesh,1983,1189.6
Himachal Pradesh,1984,968.3
Himachal Pradesh,1985,1193.9
Himachal Pradesh,1986,1322.6
Himachal Pradesh,1987,1035.6
Himachal Pradesh,1988,1881.1
Himachal Pradesh,1989,1177.2
Himachal Pradesh,1990,1462.7
Himachal Pradesh,1991,1104.8
Himachal Pradesh,1992,1383.1
Himachal Pradesh,1993,1128.3
Himachal Pradesh,1994,1410.2
Himachal Pradesh,1995,1493.9
Himachal Pradesh,1996,1384.4
Himachal Pradesh,1997,1454.5
Himachal Pradesh,1998,1381.6
Himachal Pradesh,1999,1144.9
Himachal Pradesh,2000,1068.4
Himachal Pradesh,2001,991.8
Himachal Pradesh,2002,990.4
Himachal Pradesh,2003,1034.5
Himachal Pradesh,2004,878.5
Himachal Pradesh,2005,1248.5
Himachal Pradesh,2006,1218.4
Himachal Pradesh,2007,1034.5
Himachal Pradesh,2008,1114.2
Himachal Pradesh,2009,956.5
Himachal Pradesh,2010,1259.4
Himachal Pradesh,2011,1108.3
Himachal Pradesh,2012,951.6
Himachal Pradesh,2013,1211.9
Himachal Pradesh,2014,1008.7
Himachal Pradesh,2015,1210.5
Himachal Pradesh,2016,921.5
Himachal Pradesh,2017,1182.2
Jammu & Kashmir,1901,979.9
Jammu & Kashmir,1902,760.5
Jammu & Kashmir,1903,1286.6
Jammu & Kashmir,1904,982.2
Jammu & Kashmir,1905,1157.7
Jammu & Kashmir,1906,1193.1
Jammu & Kashmir,1907,1069.6
Jammu & Kashmir,1908,1227.3
Jammu & Kashmir,1909,1339.9
Jammu & Kashmir,1910,1109.4
Jammu & Kashmir,1911,1280.2
Jammu & Kashmir,1912,936.7
Jammu & Kashmir,1913,1000.2
Jammu & Kashmir,1914,1692.1
Jammu & Kashmir,1915,963.9
Jammu & Kashmir,1916,1034.3
Jammu & Kashmir,1917,1386.1
Jammu & Kashmir,1918,916.5
Jammu & Kashmir,1919,1189.2
Jammu & Kashmir,1920,889.9
Jammu & Kashmir,1921,1057.6
Jammu & Kashmir,1922,890.8
Jammu & Kashmir,1923,1264.3
Jammu & Kashmir,1924,1182.2
Jammu & Kashmir,1925,1013.3
Jammu & Kashmir,1926,1123.6
Jammu & Kashmir,1927,973.1
Jammu & Kashmir,1928,1291
Jammu & Kashmir,1929,1102.7
Jammu & Kashmir,1930,1168
Jammu & Kashmir,1931,955
Jammu & Kashmir,1932,1039.4
Jammu & Kashmir,1933,1187.7
Jammu & Kashmir,1934,803.1
Jammu & Kashmir,1935,1085.5
Jammu & Kashmir,1936,1140.8
Jammu & Kashmir,1937,939.6
Jammu & Kashmir,1938,1061.7
Jammu & Kashmir,1939,1003.5
Jammu & Kashmir,1940,878.3
Jammu & Kashmir,1941,871.6
Jammu & Kashmir,1942,1239.8
Jammu & Kashmir,1943,1167.7
Jammu & Kashmir,1944,1051
Jammu & Kashmir,1945,856.2
Jammu & Kashmir,1946,922.3
Jammu & Kashmir,1947,914
Jammu & Kashmir,1948,1183.1
Jammu & Kashmir,1949,946.9
Jammu & Kashmir,1950,1523.1
Jammu & Kashmir,1951,963
Jammu & Kashmir,1952,1069.6
Jammu & Kashmir,1953,1229.6
Jammu & Kashmir,1954,1307.1
Jammu & Kashmir,1955,1156.4
Jammu & Kashmir,1956,1520.8
Jammu & Kashmir,1957,1520.3
Jammu & Kashmir,1958,1350.4
Jammu & Kashmir,1959,1550.3
Jammu & Kashmir,1960,766.4
Jammu & Kashmir,1961,1138.2
Jammu & Kashmir,1962,930.3
Jammu & Kashmir,1963,909.2
Jammu & Kashmir,1964,946.2
Jammu & Kashmir,1965,912.6
Jammu & Kashmir,1966,1378.9
Jammu & Kashmir,1967,1091.3
Jammu & Kashmir,1968,1065.6
Jammu & Kashmir,1969,1095.6
Jammu & Kashmir,1970,657
Jammu & Kashmir,1971,764.7
Jammu & Kashmir,1972,1145.6
Jammu & Kashmir,1973,1100.5
Jammu & Kashmir,1974,802.6
Jammu & Kashmir,1975,1180.4
Jammu & Kashmir,1976,1023.7
Jammu & Kashmir,1977,955
Jammu & Kashmir,1978,1061.6
Jammu & Kashmir,1979,1077.4
Jammu & Kashmir,1980,1017.9
Jammu & Kashmir,1981,1135.5
Jammu & Kashmir,1982,1202.2
Jammu & Kashmir,1983,1485.2
Jammu & Kashmir,1984,1157.4
Jammu & Kashmir,1985,1167.1
Jammu & Kashmir,1986,1521
Jammu & Kashmir,1987,1216
Jammu & Kashmir,1988,1670.9
Jammu & Kashmir,1989,1216
Jammu & Kashmir,1990,1574
Jammu & Kashmir,1991,1448.8
Jammu & Kashmir,1992,1478.1
Jammu & Kashmir,1993,1243.8
Jammu & Kashmir,1994,1732.5
Jammu & Kashmir,1995,1619.6
Jammu & Kashmir,1996,1620.4
Jammu & Kashmir,1997,1295.9
Jammu & Kashmir,1998,1325.9
Jammu & Kashmir,1999,890.3
Jammu & Kashmir,2000,984.6
Jammu & Kashmir,2001,952.7
Jammu & Kashmir,2002,903.5
Jammu & Kashmir,2003,1311.1
Jammu & Kashmir,2004,944.9
Jammu & Kashmir,2005,1692.7
Jammu & Kashmir,2006,1519.8
Jammu & Kashmir,2007,1023.5
Jammu & Kashmir,2008,1224.5
Jammu & Kashmir,2009,698.9
Jammu & Kashmir,2010,997.9
Jammu & Kashmir,2011,887.6
Jammu & Kashmir,2012,1034.7
Jammu & Kashmir,2013,859.3
Jammu & Kashmir,2014,1093.4
Jammu & Kashmir,2015,1572.8
Jammu & Kashmir,2016,902.8
Jammu & Kashmir,2017,1278.9
West Rajasthan,1901,158.9
West Rajasthan,1902,195.6
West Rajasthan,1903,307
West Rajasthan,1904,167.9
West Rajasthan,1905,114.4
West Rajasthan,1906,269.5
West Rajasthan,1907,353.2
West Rajasthan,1908,581.9
West Rajasthan,1909,426.2
West Rajasthan,1910,293.2
West Rajasthan,1911,138.8
West Rajasthan,1912,279.9
West Rajasthan,1913,248.3
West Rajasthan,1914,302.3
West Rajasthan,1915,147.2
West Rajasthan,1916,421.7
West Rajasthan,1917,768.8
West Rajasthan,1918,62.3
West Rajasthan,1919,305
West Rajasthan,1920,248.7
West Rajasthan,1921,218
West Rajasthan,1922,244.8
West Rajasthan,1923,273.4
West Rajasthan,1924,297.1
West Rajasthan,1925,169.7
West Rajasthan,1926,440.2
West Rajasthan,1927,332.5
West Rajasthan,1928,272
West Rajasthan,1929,303.3
West Rajasthan,1930,230.1
West Rajasthan,1931,395.4
West Rajasthan,1932,265.3
West Rajasthan,1933,376.4
West Rajasthan,1934,322.4
West Rajasthan,1935,256.6
West Rajasthan,1936,265.5
West Rajasthan,1937,292.5
West Rajasthan,1938,183.5
West Rajasthan,1939,137.4
West Rajasthan,1940,292.4
West Rajasthan,1941,224.8
West Rajasthan,1942,338.9
West Rajasthan,1943,295.6
West Rajasthan,1944,525.1
West Rajasthan,1945,364
West Rajasthan,1946,223.1
West Rajasthan,1947,253.2
West Rajasthan,1948,233.5
West Rajasthan,1949,224.8
West Rajasthan,1950,278.3
West Rajasthan,1951,179.8
West Rajasthan,1952,267.1
West Rajasthan,1953,304.4
West Rajasthan,1954,250.4
West Rajasthan,1955,391.3
West Rajasthan,1956,374.2
West Rajasthan,1957,267.1
West Rajasthan,1958,264.1
West Rajasthan,1959,335.3
West Rajasthan,1960,217.8
West Rajasthan,1961,400.3
West Rajasthan,1962,262.5
West Rajasthan,1963,174.5
West Rajasthan,1964,337.3
West Rajasthan,1965,215.3
West Rajasthan,1966,252.9
West Rajasthan,1967,340.3
West Rajasthan,1968,142.2
West Rajasthan,1969,119
West Rajasthan,1970,355.7
West Rajasthan,1971,251.5
West Rajasthan,1972,185.9
West Rajasthan,1973,454.8
West Rajasthan,1974,164.3
West Rajasthan,1975,553.8
West Rajasthan,1976,425.2
West Rajasthan,1977,389.4
West Rajasthan,1978,379.7
West Rajasthan,1979,308.2
West Rajasthan,1980,238.4
West Rajasthan,1981,248.5
West Rajasthan,1982,311.8
West Rajasthan,1983,469.3
West Rajasthan,1984,203.2
West Rajasthan,1985,197.4
West Rajasthan,1986,204.2
West Rajasthan,1987,143
West Rajasthan,1988,280.4
West Rajasthan,1989,248.1
West Rajasthan,1990,445
West Rajasthan,1991,179
West Rajasthan,1992,425.8
West Rajasthan,1993,293.5
West Rajasthan,1994,415.5
West Rajasthan,1995,367.9
West Rajasthan,1996,307.9
West Rajasthan,1997,345.1
West Rajasthan,1998,279.6
West Rajasthan,1999,204.3
West Rajasthan,2000,235.3
West Rajasthan,2001,285.3
West Rajasthan,2002,92.4
West Rajasthan,2003,368.1
West Rajasthan,2004,196.7
West Rajasthan,2005,260.8
West Rajasthan,2006,361.3
West Rajasthan,2007,310.8
West Rajasthan,2008,324.1
West Rajasthan,2009,160.4
West Rajasthan,2010,473.2
West Rajasthan,2011,418.7
West Rajasthan,2012,327.3
West Rajasthan,2013,389.4
West Rajasthan,2014,302.4
West Rajasthan,2015,458.4
West Rajasthan,2016,347
West Rajasthan,2017,408.3
East Rajasthan,1901,412.5
East Rajasthan,1902,578.3
East Rajasthan,1903,686.1
East Rajasthan,1904,694.5
East Rajasthan,1905,279.8
East Rajasthan,1906,647.4
East Rajasthan,1907,551.8
East Rajasthan,1908,870.2
East Rajasthan,1909,781.6
East Rajasthan,1910,685.3
East Rajasthan,1911,420.4
East Rajasthan,1912,655.4
East Rajasthan,1913,498.3
East Rajasthan,1914,676.6
East Rajasthan,1915,401.8
East Rajasthan,1916,845.3
East Rajasthan,1917,1350.4
East Rajasthan,1918,273.6
East Rajasthan,1919,787
East Rajasthan,1920,596.7
East Rajasthan,1921,547.8
East Rajasthan,1922,669.9
East Rajasthan,1923,690.1
East Rajasthan,1924,924.4
East Rajasthan,1925,483.7
East Rajasthan,1926,832.4
East Rajasthan,1927,725.8
East Rajasthan,1928,608.3
East Rajasthan,1929,576
East Rajasthan,1930,661.3
East Rajasthan,1931,774.2
East Rajasthan,1932,543.8
East Rajasthan,1933,937.8
East Rajasthan,1934,808.9
East Rajasthan,1935,684.8
East Rajasthan,1936,542.1
East Rajasthan,1937,670.5
East Rajasthan,1938,503.1
East Rajasthan,1939,400.7
East Rajasthan,1940,652.8
East Rajasthan,1941,505.9
East Rajasthan,1942,939.3
East Rajasthan,1943,716.6
East Rajasthan,1944,906.9
East Rajasthan,1945,861.6
East Rajasthan,1946,887.7
East Rajasthan,1947,714.8
East Rajasthan,1948,663.6
East Rajasthan,1949,509.2
East Rajasthan,1950,740.1
East Rajasthan,1951,362.9
East Rajasthan,1952,712.7
East Rajasthan,1953,585.9
East Rajasthan,1954,665.9
East Rajasthan,1955,844.6
East Rajasthan,1956,928.8
East Rajasthan,1957,662.2
East Rajasthan,1958,742.7
East Rajasthan,1959,786.2
East Rajasthan,1960,591.6
East Rajasthan,1961,884.2
East Rajasthan,1962,604.1
East Rajasthan,1963,577.7
East Rajasthan,1964,646.3
East Rajasthan,1965,423.8
East Rajasthan,1966,473.4
East Rajasthan,1967,759.9
East Rajasthan,1968,519.6
East Rajasthan,1969,634.1
East Rajasthan,1970,718.4
East Rajasthan,1971,784.4
East Rajasthan,1972,454.3
East Rajasthan,1973,948.2
East Rajasthan,1974,611.8
East Rajasthan,1975,897.9
East Rajasthan,1976,815.3
East Rajasthan,1977,887.5
East Rajasthan,1978,727.1
East Rajasthan,1979,515.1
East Rajasthan,1980,547.5
East Rajasthan,1981,615.3
East Rajasthan,1982,660.2
East Rajasthan,1983,795.3
East Rajasthan,1984,563.3
East Rajasthan,1985,588.1
East Rajasthan,1986,590.1
East Rajasthan,1987,435.7
East Rajasthan,1988,640.1
East Rajasthan,1989,510.5
East Rajasthan,1990,780.1
East Rajasthan,1991,578.6
East Rajasthan,1992,723.6
East Rajasthan,1993,595.2
East Rajasthan,1994,839.2
East Rajasthan,1995,754.3
East Rajasthan,1996,715.7
East Rajasthan,1997,573.9
East Rajasthan,1998,475.8
